"4","Campeche","11","Candelaria","1011000059","Motocicletas registradas en circulación","2223","2684","3200","";
"4","Campeche","11","Candelaria","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","6011","5864","6341","";
"4","Campeche","11","Candelaria","3102002003","Camiones y camionetas para carga registrados en circulación","3381","3260","3479","";
"5","Coahuila de Zaragoza","0","Estatal","1011000057","Automóviles registrados en circulación","444884","452552","493857","Automóviles";
"5","Coahuila de Zaragoza","0","Estatal","1011000058","Camiones de pasajeros registrados en circulación","68793","72174","77572","";
"5","Coahuila de Zaragoza","0","Estatal","1011000059","Motocicletas registradas en circulación","2643","2167","2245","";
"5","Coahuila de Zaragoza","0","Estatal","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","728027","739348","797951","";
"5","Coahuila de Zaragoza","0","Estatal","3102002003","Camiones y camionetas para carga registrados en circulación","214350","214622","226522","";
"5","Coahuila de Zaragoza","1","Abasolo","1011000057","Automóviles registrados en circulación","149","155","175","Automóviles";
"5","Coahuila de Zaragoza","1","Abasolo","1011000058","Camiones de pasajeros registrados en circulación","3","3","3","";
"5","Coahuila de Zaragoza","1","Abasolo","1011000059","Motocicletas registradas en circulación","","","","";
"5","Coahuila de Zaragoza","1","Abasolo","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","332","354","380","";
"5","Coahuila de Zaragoza","1","Abasolo","3102002003","Camiones y camionetas para carga registrados en circulación","180","196","202","";
"5","Coahuila de Zaragoza","2","Acuña","1011000057","Automóviles registrados en circulación","15124","14842","16868","Automóviles";
"5","Coahuila de Zaragoza","2","Acuña","1011000058","Camiones de pasajeros registrados en circulación","1774","1824","2044","";
"5","Coahuila de Zaragoza","2","Acuña","1011000059","Motocicletas registradas en circulación","62","48","52","";
"5","Coahuila de Zaragoza","2","Acuña","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","23540","23779","26417","";
"5","Coahuila de Zaragoza","2","Acuña","3102002003","Camiones y camionetas para carga registrados en circulación","6642","7113","7505","";
"5","Coahuila de Zaragoza","3","Allende","1011000057","Automóviles registrados en circulación","2928","2950","3061","Automóviles";
"5","Coahuila de Zaragoza","3","Allende","1011000058","Camiones de pasajeros registrados en circulación","392","420","473","";
"5","Coahuila de Zaragoza","3","Allende","1011000059","Motocicletas registradas en circulación","","","","";
"5","Coahuila de Zaragoza","3","Allende","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","5724","5717","6131","";
"5","Coahuila de Zaragoza","3","Allende","3102002003","Camiones y camionetas para carga registrados en circulación","2404","2347","2597","";
"5","Coahuila de Zaragoza","4","Arteaga","1011000057","Automóviles registrados en circulación","1771","1755","1920","Automóviles";
"5","Coahuila de Zaragoza","4","Arteaga","1011000058","Camiones de pasajeros registrados en circulación","470","570","593","";
"5","Coahuila de Zaragoza","4","Arteaga","1011000059","Motocicletas registradas en circulación","3","1","1","";
"5","Coahuila de Zaragoza","4","Arteaga","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","5474","5434","5870","";
"5","Coahuila de Zaragoza","4","Arteaga","3102002003","Camiones y camionetas para carga registrados en circulación","3233","3109","3357","";
"5","Coahuila de Zaragoza","5","Candela","1011000057","Automóviles registrados en circulación","45","36","40","Automóviles";
"5","Coahuila de Zaragoza","5","Candela","1011000058","Camiones de pasajeros registrados en circulación","3","4","6","";
"5","Coahuila de Zaragoza","5","Candela","1011000059","Motocicletas registradas en circulación","","","","";
"5","Coahuila de Zaragoza","5","Candela","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","270","232","275","";
"5","Coahuila de Zaragoza","5","Candela","3102002003","Camiones y camionetas para carga registrados en circulación","222","192","229","";
"5","Coahuila de Zaragoza","6","Castaños","1011000057","Automóviles registrados en circulación","2838","3157","3644","Automóviles";
"5","Coahuila de Zaragoza","6","Castaños","1011000058","Camiones de pasajeros registrados en circulación","247","249","257","";
"5","Coahuila de Zaragoza","6","Castaños","1011000059","Motocicletas registradas en circulación","18","9","10","";
"5","Coahuila de Zaragoza","6","Castaños","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","5723","6147","6776","";
"5","Coahuila de Zaragoza","6","Castaños","3102002003","Camiones y camionetas para carga registrados en circulación","2638","2741","2875","";
"5","Coahuila de Zaragoza","7","Cuatro Ciénegas","1011000057","Automóviles registrados en circulación","1079","1277","1293","Automóviles";
"5","Coahuila de Zaragoza","7","Cuatro Ciénegas","1011000058","Camiones de pasajeros registrados en circulación","164","167","184","";
"5","Coahuila de Zaragoza","7","Cuatro Ciénegas","1011000059","Motocicletas registradas en circulación","6","4","2","";
"5","Coahuila de Zaragoza","7","Cuatro Ciénegas","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","2766","3135","3387","";
"5","Coahuila de Zaragoza","7","Cuatro Ciénegas","3102002003","Camiones y camionetas para carga registrados en circulación","1523","1691","1910","";
"5","Coahuila de Zaragoza","8","Escobedo","1011000057","Automóviles registrados en circulación","134","139","156","Automóviles";
"5","Coahuila de Zaragoza","8","Escobedo","1011000058","Camiones de pasajeros registrados en circulación","16","14","12","";
"5","Coahuila de Zaragoza","8","Escobedo","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","441","438","462","";
"5","Coahuila de Zaragoza","8","Escobedo","3102002003","Camiones y camionetas para carga registrados en circulación","291","285","294","";
"5","Coahuila de Zaragoza","9","Francisco I. Madero","1011000057","Automóviles registrados en circulación","4235","4394","4909","Automóviles";
"5","Coahuila de Zaragoza","9","Francisco I. Madero","1011000058","Camiones de pasajeros registrados en circulación","1502","1629","1702","";
"5","Coahuila de Zaragoza","9","Francisco I. Madero","1011000059","Motocicletas registradas en circulación","11","7","9","";
"5","Coahuila de Zaragoza","9","Francisco I. Madero","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","9305","9688","10473","";
"5","Coahuila de Zaragoza","9","Francisco I. Madero","3102002003","Camiones y camionetas para carga registrados en circulación","3568","3665","3862","";
"5","Coahuila de Zaragoza","10","Frontera","1011000057","Automóviles registrados en circulación","11831","11940","12888","Automóviles";
"5","Coahuila de Zaragoza","10","Frontera","1011000058","Camiones de pasajeros registrados en circulación","865","826","871","";
"5","Coahuila de Zaragoza","10","Frontera","1011000059","Motocicletas registradas en circulación","8","2","2","";
"5","Coahuila de Zaragoza","10","Frontera","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","18233","19058","20834","";
"5","Coahuila de Zaragoza","10","Frontera","3102002003","Camiones y camionetas para carga registrados en circulación","5537","6292","7075","";
"5","Coahuila de Zaragoza","11","General Cepeda","1011000057","Automóviles registrados en circulación","311","362","425","Automóviles";
"5","Coahuila de Zaragoza","11","General Cepeda","1011000058","Camiones de pasajeros registrados en circulación","103","128","123","";
"5","Coahuila de Zaragoza","11","General Cepeda","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","1416","1532","1635","";
"5","Coahuila de Zaragoza","11","General Cepeda","3102002003","Camiones y camionetas para carga registrados en circulación","1002","1042","1087","";
"5","Coahuila de Zaragoza","12","Guerrero","1011000057","Automóviles registrados en circulación","156","161","170","Automóviles";
"5","Coahuila de Zaragoza","12","Guerrero","1011000058","Camiones de pasajeros registrados en circulación","20","17","16","";
"5","Coahuila de Zaragoza","12","Guerrero","1011000059","Motocicletas registradas en circulación","","","","";
"5","Coahuila de Zaragoza","12","Guerrero","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","339","346","373","";
"5","Coahuila de Zaragoza","12","Guerrero","3102002003","Camiones y camionetas para carga registrados en circulación","163","168","187","";
"5","Coahuila de Zaragoza","13","Hidalgo","1011000057","Automóviles registrados en circulación","13","11","14","Automóviles";
"5","Coahuila de Zaragoza","13","Hidalgo","1011000058","Camiones de pasajeros registrados en circulación","","","","";
"5","Coahuila de Zaragoza","13","Hidalgo","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","80","78","83","";
"5","Coahuila de Zaragoza","13","Hidalgo","3102002003","Camiones y camionetas para carga registrados en circulación","67","67","69","";
"5","Coahuila de Zaragoza","14","Jiménez","1011000057","Automóviles registrados en circulación","415","396","451","Automóviles";
"5","Coahuila de Zaragoza","14","Jiménez","1011000058","Camiones de pasajeros registrados en circulación","40","45","47","";
"5","Coahuila de Zaragoza","14","Jiménez","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","1363","1350","1515","";
"5","Coahuila de Zaragoza","14","Jiménez","3102002003","Camiones y camionetas para carga registrados en circulación","908","909","1017","";
"5","Coahuila de Zaragoza","15","Juárez","1011000057","Automóviles registrados en circulación","100","101","111","Automóviles";
"5","Coahuila de Zaragoza","15","Juárez","1011000058","Camiones de pasajeros registrados en circulación","3","2","4","";
